timestamp,fps,speed,steering,nav_state,traffic_state,curvature,degradation_level,estop
1771929917.338,0.0,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771929917.423,0.1,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771929917.494,3.6,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771929917.526,6.7,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771929917.602,14.2,0.0,0.0,JUNCTION_PROMPT,FATAL DEGRADATION,0.0,3,0
1771929917.677,13.9,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929917.748,13.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929917.813,13.8,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929917.885,14.0,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929917.953,14.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.022,14.4,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.092,14.4,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.16,14.4,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.232,14.5,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.3,14.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.416,14.4,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.544,12.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.625,11.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.773,11.5,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.832,10.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929918.967,12.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929919.035,10.8,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929919.15,12.0,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929919.307,11.0,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929919.519,9.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929919.595,8.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929919.774,9.3,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929919.863,8.3,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929920.033,9.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929920.106,8.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929920.24,9.9,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929920.316,9.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929920.517,10.3,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929920.593,8.7,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929920.727,10.0,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929920.801,9.3,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771929920.944,10.5,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
