timestamp,fps,speed,steering,nav_state,traffic_state,curvature,degradation_level,estop
1771934098.46,0.0,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771934098.633,0.1,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771934098.817,1.8,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771934098.961,2.9,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771934099.132,4.1,0.0,0.0,JUNCTION_PROMPT,FATAL DEGRADATION,0.0,3,0
1771934099.266,4.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934099.419,5.5,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934099.562,5.8,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934099.731,6.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934099.919,6.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934099.988,5.8,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.053,8.5,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.16,10.5,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.228,10.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.29,11.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.349,12.9,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.393,14.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.445,16.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.502,17.5,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.552,17.3,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.613,18.3,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.681,17.8,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.745,16.8,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.811,16.5,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.857,16.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.9,17.8,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.951,19.4,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934100.993,19.5,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.045,20.7,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.095,20.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.199,20.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.344,17.0,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.459,13.9,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.546,12.4,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.628,12.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.742,12.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.808,11.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.86,12.3,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.907,14.3,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934101.961,16.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934102.012,17.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934102.062,17.9,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771934102.124,18.5,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
