timestamp,fps,speed,steering,nav_state,traffic_state,curvature,degradation_level,estop
1771932929.057,0.0,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771932929.159,0.1,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771932929.25,3.0,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771932929.305,5.4,0.0,0.0,NORMAL,FATAL DEGRADATION,0.0,3,0
1771932929.396,9.2,0.0,0.0,JUNCTION_PROMPT,FATAL DEGRADATION,0.0,3,0
1771932929.454,9.7,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932929.549,12.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932929.615,11.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932929.709,12.7,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932929.802,12.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932929.897,11.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932929.96,11.3,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932930.053,12.7,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932930.147,12.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932930.251,11.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932930.371,11.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932930.525,10.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932930.642,9.1,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932930.801,8.9,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932930.934,8.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932931.115,8.0,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932931.222,7.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932931.402,7.9,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932931.522,7.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932931.708,7.5,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932931.831,6.9,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932932.014,7.3,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932932.132,6.7,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932932.324,7.2,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932932.597,6.6,0.0,0.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932933.115,5.7,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932933.534,4.6,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932933.741,3.9,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932933.868,4.2,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932934.04,5.3,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932934.165,5.4,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932934.343,6.2,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932934.46,6.1,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932934.637,6.8,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932934.759,6.5,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932934.974,7.0,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932935.092,6.3,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932935.232,7.0,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932935.339,7.0,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932935.49,7.7,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932935.582,7.4,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932935.723,8.5,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932935.82,8.0,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932935.997,8.7,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932936.097,7.8,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932936.242,8.5,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932936.337,8.0,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932936.483,8.7,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932936.595,8.2,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932936.734,8.4,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932936.826,8.0,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932936.973,8.9,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932937.077,8.3,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932937.241,8.7,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932937.345,7.9,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932937.49,8.5,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932937.59,8.0,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932937.733,8.6,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932937.824,8.1,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932937.982,9.0,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932938.079,8.2,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
1771932938.241,8.8,0.0,45.0,JUNCTION_RIGHT,FATAL DEGRADATION,0.0,3,0
