timestamp,fps,speed_pwm,steer_angle,nav_state,traffic_state,x_est,y_est,yaw_est,imu_yaw_raw,nearest_node,curvature,estop
1771964558.8479,0.0,50.0,0.0,PILOTING,SYS_GO,11.77,2.05,0.0,0.0,263,0.0,0
1771964559.0522,1.0,50.0,0.0,PILOTING,SYS_GO,11.8847,2.05,0.0,0.0,263,0.0,0
1771964559.0974,15.2,50.0,0.0,PILOTING,SYS_GO,11.8931,2.05,0.0,0.0,263,0.0,0
1771964559.1442,16.7,50.0,0.0,PILOTING,SYS_GO,11.9197,2.05,0.0,0.0,263,0.0,0
1771964559.2355,15.9,50.0,0.0,PILOTING,SYS_GO,11.9673,2.05,0.0,0.0,264,0.0,0
1771964559.2809,30.0,50.0,0.0,PILOTING,SYS_GO,12.0016,2.05,0.0,0.0,264,0.0,0
1771964559.331,32.0,50.0,0.0,PILOTING,SYS_GO,12.0167,2.05,0.0,0.0,264,0.0,0
1771964559.4172,28.4,50.0,0.0,PILOTING,SYS_GO,12.0599,2.05,0.0,0.0,264,0.0,0
1771964559.465,27.2,50.0,0.0,PILOTING,SYS_GO,12.0865,2.05,0.0,0.0,264,0.0,0
1771964559.5097,30.3,50.0,0.0,PILOTING,SYS_GO,12.1005,2.05,0.0,0.0,264,0.0,0
1771964559.585,27.2,50.0,0.0,PILOTING,SYS_GO,12.1409,2.05,0.0,0.0,264,0.0,0
1771964559.6303,39.5,50.0,0.0,PILOTING,SYS_GO,12.149,2.05,0.0,0.0,264,0.0,0
1771964559.7227,33.9,50.0,0.0,PILOTING,SYS_GO,12.2014,2.05,0.0,0.0,264,0.0,0
1771964559.7696,46.4,50.0,0.0,PILOTING,SYS_GO,12.2076,2.05,0.0,0.0,264,0.0,0
1771964559.8682,40.0,50.0,0.0,PILOTING,SYS_GO,12.2496,2.05,0.0,0.0,264,0.0,0
1771964559.9225,35.8,50.0,0.0,PILOTING,SYS_GO,12.2809,2.05,0.0,0.0,264,0.0,0
1771964559.9708,43.8,50.0,0.0,PILOTING,SYS_GO,12.2888,2.05,0.0,0.0,264,0.0,0
1771964560.0282,39.7,50.0,0.0,PILOTING,SYS_GO,12.2937,2.05,0.0,0.0,264,0.0,0
1771964560.1344,33.7,50.0,0.0,PILOTING,SYS_GO,12.3562,2.05,0.0,0.0,265,0.0,0
1771964560.185,41.8,50.0,0.0,PILOTING,SYS_GO,12.3643,2.05,0.0,0.0,265,0.0,0
