schema_ver,timestamp,fps,yolo_ms,vis_ms,speed_pwm,velocity_ms,steer_angle,nav_state,traffic_state,x_est,y_est,yaw_est,imu_yaw_raw,nearest_node,curvature,lane_l_conf,lane_r_conf,estop
3,1771968694.0212,36.2,7.0,95.0,20.0,0.112,0.0,PILOTING,SYS_GO,15.6623,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.1402,30.8,0.5,9.3,20.0,0.112,0.0,PILOTING,SYS_GO,15.6742,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.1857,43.1,0.0,95.9,20.0,0.112,0.0,PILOTING,SYS_GO,15.6754,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.2929,36.5,0.8,22.9,50.0,0.112,0.0,PILOTING,SYS_GO,15.6862,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.3394,37.7,4.4,62.9,50.0,0.532,0.0,PILOTING,SYS_GO,15.6988,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.4138,33.0,1.0,16.7,50.0,0.532,0.0,PILOTING,SYS_GO,15.7363,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.4601,35.7,0.0,45.4,50.0,0.532,0.0,PILOTING,SYS_GO,15.7478,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.5217,32.9,1.6,31.1,50.0,0.532,0.0,PILOTING,SYS_GO,15.7723,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.5694,31.8,2.0,38.7,50.0,0.532,0.0,PILOTING,SYS_GO,15.7916,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.6291,29.9,0.0,23.3,50.0,0.532,0.0,PILOTING,SYS_GO,15.8153,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.6754,32.6,1.6,70.7,50.0,0.532,0.0,PILOTING,SYS_GO,15.8277,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.7678,28.7,0.0,15.2,50.0,0.532,0.0,PILOTING,SYS_GO,15.8679,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.8135,35.3,7.7,61.3,50.0,0.532,0.0,PILOTING,SYS_GO,15.8765,3.83,0.0,0.0,57,0.0,0.0,0.0,0
3,1771968694.8892,31.1,0.0,10.6,50.0,0.532,0.0,PILOTING,SYS_GO,15.9137,3.83,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968694.9352,43.7,0.0,46.4,20.0,0.532,0.0,PILOTING,SYS_GO,16.2556,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.0043,39.3,1.1,10.5,20.0,0.112,0.0,PILOTING,SYS_GO,16.2608,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.0446,43.1,1.0,23.9,20.0,0.112,0.0,PILOTING,SYS_GO,16.2627,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.0887,42.4,1.3,48.4,20.0,0.112,0.0,PILOTING,SYS_GO,16.2656,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.1491,38.0,0.6,20.9,20.0,0.112,0.0,PILOTING,SYS_GO,16.2711,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.1984,39.7,0.0,62.4,20.0,0.112,0.0,PILOTING,SYS_GO,16.2735,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.2738,35.0,19.0,48.6,20.0,0.112,0.0,PILOTING,SYS_GO,16.2805,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.349,30.9,0.3,10.2,20.0,0.112,0.0,PILOTING,SYS_GO,16.2883,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.3962,43.1,3.8,63.1,20.0,0.112,0.0,PILOTING,SYS_GO,16.2895,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.4771,37.4,9.3,40.9,20.0,0.112,0.0,PILOTING,SYS_GO,16.2971,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.5491,33.4,0.0,24.4,20.0,0.112,0.0,PILOTING,SYS_GO,16.3035,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.5999,34.9,16.4,51.3,20.0,0.112,0.0,PILOTING,SYS_GO,16.3063,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.6706,30.9,0.5,15.8,20.0,0.112,0.0,PILOTING,SYS_GO,16.3138,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.7205,36.6,2.0,54.5,20.0,0.112,0.0,PILOTING,SYS_GO,16.3157,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.8213,32.8,12.7,15.3,20.0,0.112,0.0,PILOTING,SYS_GO,16.3221,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.8683,32.5,4.7,24.6,20.0,0.112,0.0,PILOTING,SYS_GO,16.3257,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.9173,32.8,1.0,52.3,20.0,0.112,0.0,PILOTING,SYS_GO,16.329,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968695.9768,29.8,0.0,11.0,20.0,0.112,0.0,PILOTING,SYS_GO,16.3353,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.0217,42.1,0.9,23.8,20.0,0.112,0.0,PILOTING,SYS_GO,16.3366,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.0784,41.8,14.8,12.8,20.0,0.112,0.0,PILOTING,SYS_GO,16.3393,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.1308,38.6,3.0,25.7,20.0,0.112,0.0,PILOTING,SYS_GO,16.3436,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.1772,37.9,13.9,38.4,20.0,0.112,0.0,PILOTING,SYS_GO,16.3468,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.2387,33.9,0.0,10.0,20.0,0.112,0.0,PILOTING,SYS_GO,16.3531,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.2839,46.1,5.2,24.2,20.0,0.112,0.0,PILOTING,SYS_GO,16.3543,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.3314,43.3,13.5,32.1,20.0,0.112,0.0,PILOTING,SYS_GO,16.3577,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.3919,39.0,3.6,27.0,20.0,0.112,0.0,PILOTING,SYS_GO,16.363,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.4369,37.6,3.9,64.7,20.0,0.112,0.0,PILOTING,SYS_GO,16.3664,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.5308,32.6,0.8,22.0,20.0,0.112,0.0,PILOTING,SYS_GO,16.3753,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.5768,34.4,0.0,22.9,20.0,0.112,0.0,PILOTING,SYS_GO,16.378,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.629,36.3,1.0,13.2,20.0,0.112,0.0,PILOTING,SYS_GO,16.3806,4.01,0.0,0.0,54,0.0,0.0,0.0,0
3,1771968696.6688,41.2,8.5,86.4,20.0,0.112,0.0,PILOTING,SYS_GO,16.3824,4.01,0.0,0.0,54,0.0,0.0,0.0,0
