timestamp,speed_pwm,steer_angle,nav_state,traffic_state,x_est,y_est,yaw_est,estop
1771962891.5538752,50.0,0.0,PILOTING,SYS_GO,0.8831025123596191,0.0,0.0,False
1771962891.5964496,50.0,0.0,PILOTING,SYS_GO,0.8998633861541748,0.0,0.0,False
1771962891.6423888,50.0,0.0,PILOTING,SYS_GO,0.9181684970855714,0.0,0.0,False
1771962891.7033937,50.0,0.0,PILOTING,SYS_GO,0.9547714233398438,0.0,0.0,False
1771962891.7549825,50.0,0.0,PILOTING,SYS_GO,0.9662471294403077,0.0,0.0,False
1771962891.7931073,50.0,0.0,PILOTING,SYS_GO,0.9891220092773438,0.0,0.0,False
1771962891.8528864,50.0,0.0,PILOTING,SYS_GO,1.0040675640106203,0.0,0.0,False
1771962891.8872547,50.0,0.0,PILOTING,SYS_GO,1.0161870002746582,0.0,0.0,False
1771962891.9314752,50.0,0.0,PILOTING,SYS_GO,1.0427192687988283,0.0,0.0,False
1771962891.9854867,50.0,0.0,PILOTING,SYS_GO,1.055887269973755,0.0,0.0,False
1771962892.029255,50.0,0.0,PILOTING,SYS_GO,1.0821481704711915,0.0,0.0,False
1771962892.0881429,50.0,0.0,PILOTING,SYS_GO,1.0994118690490724,0.0,0.0,False
1771962892.1302042,50.0,0.0,PILOTING,SYS_GO,1.1164210796356202,0.0,0.0,False
1771962892.1771195,50.0,0.0,PILOTING,SYS_GO,1.1445702552795411,0.0,0.0,False
1771962892.221226,50.0,0.0,PILOTING,SYS_GO,1.162225914001465,0.0,0.0,False
1771962892.2695022,50.0,0.0,PILOTING,SYS_GO,1.191191625595093,0.0,0.0,False
1771962892.328878,50.0,0.0,PILOTING,SYS_GO,1.2268170833587648,0.0,0.0,False
1771962892.3773897,50.0,0.0,PILOTING,SYS_GO,1.2394319057464602,0.0,0.0,False
1771962892.4410186,50.0,0.0,PILOTING,SYS_GO,1.2776092529296879,0.0,0.0,False
1771962892.4940245,50.0,0.0,PILOTING,SYS_GO,1.3094128131866458,0.0,0.0,False
1771962892.5404234,50.0,0.0,PILOTING,SYS_GO,1.3372521400451662,0.0,0.0,False
1771962892.5856712,50.0,0.0,PILOTING,SYS_GO,1.3644008159637453,0.0,0.0,False
1771962892.6510475,50.0,0.0,PILOTING,SYS_GO,1.403626585006714,0.0,0.0,False
1771962892.6954024,50.0,0.0,PILOTING,SYS_GO,1.4161408424377442,0.0,0.0,False
1771962892.7421274,50.0,0.0,PILOTING,SYS_GO,1.435715675354004,0.0,0.0,False
1771962892.803769,50.0,0.0,PILOTING,SYS_GO,1.4727006912231446,0.0,0.0,False
1771962892.8593252,50.0,0.0,PILOTING,SYS_GO,1.486556911468506,0.0,0.0,False
1771962892.894506,50.0,0.0,PILOTING,SYS_GO,1.5076653957366946,0.0,0.0,False
1771962892.9558647,50.0,0.0,PILOTING,SYS_GO,1.5266015052795412,0.0,0.0,False
1771962892.9941638,50.0,0.0,PILOTING,SYS_GO,1.5495809555053712,0.0,0.0,False
1771962893.066146,50.0,0.0,PILOTING,SYS_GO,1.5927702426910402,0.0,0.0,False
1771962893.1171596,50.0,0.0,PILOTING,SYS_GO,1.6048717975616456,0.0,0.0,False
1771962893.158264,50.0,0.0,PILOTING,SYS_GO,1.629534387588501,0.0,0.0,False
1771962893.2175539,50.0,0.0,PILOTING,SYS_GO,1.665108346939087,0.0,0.0,False
1771962893.2512925,50.0,0.0,PILOTING,SYS_GO,1.6853515148162843,0.0,0.0,False
1771962893.2967048,50.0,0.0,PILOTING,SYS_GO,1.7125988960266114,0.0,0.0,False
1771962893.3398046,50.0,0.0,PILOTING,SYS_GO,1.728554391860962,0.0,0.0,False
1771962893.3854702,50.0,0.0,PILOTING,SYS_GO,1.7473327159881593,0.0,0.0,False
1771962893.4449158,50.0,0.0,PILOTING,SYS_GO,1.7830000877380372,0.0,0.0,False
1771962893.50345,50.0,0.0,PILOTING,SYS_GO,1.7947899341583253,0.0,0.0,False
1771962893.539111,50.0,0.0,PILOTING,SYS_GO,1.8161865234375,0.0,0.0,False
1771962893.6006417,50.0,0.0,PILOTING,SYS_GO,1.8531050205230715,0.0,0.0,False
1771962893.6511066,50.0,0.0,PILOTING,SYS_GO,1.8702754497528078,0.0,0.0,False
1771962893.695963,50.0,0.0,PILOTING,SYS_GO,1.897189235687256,0.0,0.0,False
1771962893.7418356,50.0,0.0,PILOTING,SYS_GO,1.916283416748047,0.0,0.0,False
1771962893.7750123,50.0,0.0,PILOTING,SYS_GO,1.9361894130706787,0.0,0.0,False
1771962893.8416994,50.0,0.0,PILOTING,SYS_GO,1.9762016773223876,0.0,0.0,False
1771962893.8992128,50.0,0.0,PILOTING,SYS_GO,1.9887203693389892,0.0,0.0,False
1771962893.9353354,50.0,0.0,PILOTING,SYS_GO,2.0103939056396483,0.0,0.0,False
1771962893.9843545,50.0,0.0,PILOTING,SYS_GO,2.022679567337036,0.0,0.0,False
1771962894.03013,50.0,0.0,PILOTING,SYS_GO,2.050144815444946,0.0,0.0,False
1771962894.1036825,50.0,0.0,PILOTING,SYS_GO,2.09427638053894,0.0,0.0,False
1771962894.149338,50.0,0.0,PILOTING,SYS_GO,2.1049784660339355,0.0,0.0,False
1771962894.1919045,50.0,0.0,PILOTING,SYS_GO,2.1305183887481687,0.0,0.0,False
1771962894.226815,50.0,0.0,PILOTING,SYS_GO,2.144361877441406,0.0,0.0,False
1771962894.2815173,50.0,0.0,PILOTING,SYS_GO,2.177183246612549,0.0,0.0,False
1771962894.3179789,50.0,0.0,PILOTING,SYS_GO,2.1908539295196534,0.0,0.0,False
1771962894.368394,50.0,0.0,PILOTING,SYS_GO,2.2211029529571533,0.0,0.0,False
1771962894.4120378,50.0,0.0,PILOTING,SYS_GO,2.2342329025268555,0.0,0.0,False
1771962894.4549294,50.0,0.0,PILOTING,SYS_GO,2.259967803955078,0.0,0.0,False
1771962894.504042,50.0,0.0,PILOTING,SYS_GO,2.2733051776885986,0.0,0.0,False
1771962894.5404124,50.0,0.0,PILOTING,SYS_GO,2.2951274871826173,0.0,0.0,False
1771962894.58305,50.0,0.0,PILOTING,SYS_GO,2.3089981555938723,0.0,0.0,False
1771962894.6385503,50.0,0.0,PILOTING,SYS_GO,2.3422983169555667,0.0,0.0,False
1771962894.6787956,50.0,0.0,PILOTING,SYS_GO,2.3604929924011233,0.0,0.0,False
1771962894.7250087,50.0,0.0,PILOTING,SYS_GO,2.3882208824157716,0.0,0.0,False
1771962894.803169,50.0,0.0,PILOTING,SYS_GO,2.435117053985596,0.0,0.0,False
1771962894.8417265,50.0,0.0,PILOTING,SYS_GO,2.445082998275757,0.0,0.0,False
1771962894.8866081,50.0,0.0,PILOTING,SYS_GO,2.456069898605347,0.0,0.0,False
1771962894.9317636,50.0,0.0,PILOTING,SYS_GO,2.470079755783081,0.0,0.0,False
1771962894.97692,50.0,0.0,PILOTING,SYS_GO,2.4848506450653076,0.0,0.0,False
1771962895.022194,50.0,0.0,PILOTING,SYS_GO,2.4970763683319093,0.0,0.0,False
1771962895.0685508,50.0,0.0,PILOTING,SYS_GO,2.5133368492126467,0.0,0.0,False
1771962895.1303198,50.0,0.0,PILOTING,SYS_GO,2.5503982543945316,0.0,0.0,False
1771962895.1770551,50.0,0.0,PILOTING,SYS_GO,2.5784394264221193,0.0,0.0,False
1771962895.225276,50.0,0.0,PILOTING,SYS_GO,2.5909236431121827,0.0,0.0,False
1771962895.2732615,50.0,0.0,PILOTING,SYS_GO,2.6197149753570557,0.0,0.0,False
1771962895.3137877,50.0,0.0,PILOTING,SYS_GO,2.633562612533569,0.0,0.0,False
1771962895.3837013,50.0,0.0,PILOTING,SYS_GO,2.675510787963867,0.0,0.0,False
1771962895.475129,50.0,0.0,PILOTING,SYS_GO,2.73036732673645,0.0,0.0,False
1771962895.5163815,50.0,0.0,PILOTING,SYS_GO,2.74208607673645,0.0,0.0,False
1771962895.5748827,50.0,0.0,PILOTING,SYS_GO,2.777186822891235,0.0,0.0,False
1771962895.622657,50.0,0.0,PILOTING,SYS_GO,2.7859930515289304,0.0,0.0,False
1771962895.6706922,50.0,0.0,PILOTING,SYS_GO,2.8148141384124754,0.0,0.0,False
1771962895.7269104,50.0,0.0,PILOTING,SYS_GO,2.8281200408935545,0.0,0.0,False
1771962895.759996,50.0,0.0,PILOTING,SYS_GO,2.847971391677856,0.0,0.0,False
1771962895.8104298,50.0,0.0,PILOTING,SYS_GO,2.8676691055297847,0.0,0.0,False
1771962895.8489728,50.0,0.0,PILOTING,SYS_GO,2.8907948970794672,0.0,0.0,False
1771962895.9124403,50.0,0.0,PILOTING,SYS_GO,2.9288753986358635,0.0,0.0,False
1771962895.9607284,50.0,0.0,PILOTING,SYS_GO,2.9412290096282954,0.0,0.0,False
1771962896.030879,50.0,0.0,PILOTING,SYS_GO,2.9833193778991696,0.0,0.0,False
1771962896.0862298,50.0,0.0,PILOTING,SYS_GO,2.99692153930664,0.0,0.0,False
1771962896.1384428,50.0,0.0,PILOTING,SYS_GO,3.028249311447143,0.0,0.0,False
1771962896.1942732,50.0,0.0,PILOTING,SYS_GO,3.047050523757934,0.0,0.0,False
1771962896.234169,50.0,0.0,PILOTING,SYS_GO,3.07098798751831,0.0,0.0,False
1771962896.2825694,50.0,0.0,PILOTING,SYS_GO,3.0875071048736564,0.0,0.0,False
1771962896.3268092,50.0,0.0,PILOTING,SYS_GO,3.10606083869934,0.0,0.0,False
1771962896.3942163,50.0,0.0,PILOTING,SYS_GO,3.146505117416381,0.0,0.0,False
1771962896.4512784,50.0,0.0,PILOTING,SYS_GO,3.1543028354644767,0.0,0.0,False
1771962896.4869604,50.0,0.0,PILOTING,SYS_GO,3.175712013244628,0.0,0.0,False
1771962896.5600376,50.0,0.0,PILOTING,SYS_GO,3.219558334350585,0.0,0.0,False
1771962896.5998125,50.0,0.0,PILOTING,SYS_GO,3.2275773525238027,0.0,0.0,False
1771962896.6442492,50.0,0.0,PILOTING,SYS_GO,3.2542393684387196,0.0,0.0,False
1771962896.706155,50.0,0.0,PILOTING,SYS_GO,3.291382884979247,0.0,0.0,False
1771962896.7441444,50.0,0.0,PILOTING,SYS_GO,3.314176511764525,0.0,0.0,False
1771962896.8157442,50.0,0.0,PILOTING,SYS_GO,3.3571363449096667,0.0,0.0,False
1771962896.8560781,50.0,0.0,PILOTING,SYS_GO,3.367553901672362,0.0,0.0,False
1771962896.9148245,50.0,0.0,PILOTING,SYS_GO,3.402801704406737,0.0,0.0,False
1771962896.9941564,50.0,0.0,PILOTING,SYS_GO,3.4177223682403555,0.0,0.0,False
1771962897.041715,50.0,0.0,PILOTING,SYS_GO,3.4300065994262687,0.0,0.0,False
1771962897.096341,50.0,0.0,PILOTING,SYS_GO,3.462782192230224,0.0,0.0,False
1771962897.1357667,50.0,0.0,PILOTING,SYS_GO,3.4732262134551997,0.0,0.0,False
1771962897.1882455,50.0,0.0,PILOTING,SYS_GO,3.5047134876251214,0.0,0.0,False
1771962897.254117,50.0,0.0,PILOTING,SYS_GO,3.51666498184204,0.0,0.0,False
1771962897.299253,50.0,0.0,PILOTING,SYS_GO,3.529620122909545,0.0,0.0,False
1771962897.3454382,50.0,0.0,PILOTING,SYS_GO,3.541154050827026,0.0,0.0,False
1771962897.3918476,50.0,0.0,PILOTING,SYS_GO,3.55557689666748,0.0,0.0,False
1771962897.4374757,50.0,0.0,PILOTING,SYS_GO,3.5679475307464594,0.0,0.0,False
1771962897.4779294,50.0,0.0,PILOTING,SYS_GO,3.592219734191894,0.0,0.0,False
1771962897.537899,50.0,0.0,PILOTING,SYS_GO,3.628201532363891,0.0,0.0,False
1771962897.5766003,50.0,0.0,PILOTING,SYS_GO,3.6430212020874015,0.0,0.0,False
1771962897.6316836,50.0,0.0,PILOTING,SYS_GO,3.6760711669921866,0.0,0.0,False
1771962897.6676767,50.0,0.0,PILOTING,SYS_GO,3.6893023967742913,0.0,0.0,False
1771962897.7278976,50.0,0.0,PILOTING,SYS_GO,3.725434970855712,0.0,0.0,False
1771962897.775263,50.0,0.0,PILOTING,SYS_GO,3.7421914100646965,0.0,0.0,False
1771962897.8176267,50.0,0.0,PILOTING,SYS_GO,3.7676095962524405,0.0,0.0,False
1771962897.8531845,50.0,0.0,PILOTING,SYS_GO,3.7868132114410393,0.0,0.0,False
1771962897.9032586,50.0,0.0,PILOTING,SYS_GO,3.81685767173767,0.0,0.0,False
1771962897.9557872,50.0,0.0,PILOTING,SYS_GO,3.8298923492431634,0.0,0.0,False
1771962897.9917743,50.0,0.0,PILOTING,SYS_GO,3.8514846324920646,0.0,0.0,False
1771962898.0365198,50.0,0.0,PILOTING,SYS_GO,3.8682568073272696,0.0,0.0,False
1771962898.0742064,50.0,0.0,PILOTING,SYS_GO,3.8908687591552726,0.0,0.0,False
1771962898.128331,50.0,0.0,PILOTING,SYS_GO,3.9196626663208,0.0,0.0,False
1771962898.1660888,50.0,0.0,PILOTING,SYS_GO,3.942317390441894,0.0,0.0,False
1771962898.2260723,50.0,0.0,PILOTING,SYS_GO,3.978307485580444,0.0,0.0,False
1771962898.2682843,50.0,0.0,PILOTING,SYS_GO,3.990784406661987,0.0,0.0,False
1771962898.3146424,50.0,0.0,PILOTING,SYS_GO,4.018599271774292,0.0,0.0,False
1771962898.3584266,50.0,0.0,PILOTING,SYS_GO,4.035698318481446,0.0,0.0,False
1771962898.3976073,50.0,0.0,PILOTING,SYS_GO,4.059206771850587,0.0,0.0,False
1771962898.4349842,50.0,0.0,PILOTING,SYS_GO,4.071604156494141,0.0,0.0,False
1771962898.490482,50.0,0.0,PILOTING,SYS_GO,4.104902887344361,0.0,0.0,False
1771962898.5241554,50.0,0.0,PILOTING,SYS_GO,4.125106859207154,0.0,0.0,False
1771962898.5803716,50.0,0.0,PILOTING,SYS_GO,4.158836603164674,0.0,0.0,False
1771962898.62579,50.0,0.0,PILOTING,SYS_GO,4.172556495666504,0.0,0.0,False
1771962898.6807675,50.0,0.0,PILOTING,SYS_GO,4.205542945861817,0.0,0.0,False
1771962898.7289176,50.0,0.0,PILOTING,SYS_GO,4.22058162689209,0.0,0.0,False
1771962898.777954,50.0,0.0,PILOTING,SYS_GO,4.239206027984619,0.0,0.0,False
1771962898.8261974,50.0,0.0,PILOTING,SYS_GO,4.2681519985198975,0.0,0.0,False
1771962898.8770432,50.0,0.0,PILOTING,SYS_GO,4.287301397323608,0.0,0.0,False
1771962898.9203348,50.0,0.0,PILOTING,SYS_GO,4.31327633857727,0.0,0.0,False
1771962898.9805954,50.0,0.0,PILOTING,SYS_GO,4.34943265914917,0.0,0.0,False
1771962899.0330627,50.0,0.0,PILOTING,SYS_GO,4.358310699462891,0.0,0.0,False
1771962899.0876703,50.0,0.0,PILOTING,SYS_GO,4.391075277328492,0.0,0.0,False
1771962899.123889,50.0,0.0,PILOTING,SYS_GO,4.412806463241577,0.0,0.0,False
1771962899.1691766,50.0,0.0,PILOTING,SYS_GO,4.439979028701782,0.0,0.0,False
1771962899.235828,50.0,0.0,PILOTING,SYS_GO,4.452715873718262,0.0,0.0,False
1771962899.275258,50.0,0.0,PILOTING,SYS_GO,4.4676854610443115,0.0,0.0,False
1771962899.3236673,50.0,0.0,PILOTING,SYS_GO,4.496730995178223,0.0,0.0,False
1771962899.3574743,50.0,0.0,PILOTING,SYS_GO,4.517015218734741,0.0,0.0,False
1771962899.4081962,50.0,0.0,PILOTING,SYS_GO,4.547448348999024,0.0,0.0,False
1771962899.4485052,50.0,0.0,PILOTING,SYS_GO,4.560605764389038,0.0,0.0,False
1771962899.525734,50.0,0.0,PILOTING,SYS_GO,4.606943035125733,0.0,0.0,False
1771962899.5705228,50.0,0.0,PILOTING,SYS_GO,4.63381633758545,0.0,0.0,False
1771962899.6354718,50.0,0.0,PILOTING,SYS_GO,4.672785758972169,0.0,0.0,False
1771962899.678412,50.0,0.0,PILOTING,SYS_GO,4.68977222442627,0.0,0.0,False
1771962899.744664,50.0,0.0,PILOTING,SYS_GO,4.729523420333863,0.0,0.0,False
1771962899.7979267,50.0,0.0,PILOTING,SYS_GO,4.740861368179322,0.0,0.0,False
1771962899.8461618,50.0,0.0,PILOTING,SYS_GO,4.769802474975587,0.0,0.0,False
1771962899.8863926,50.0,0.0,PILOTING,SYS_GO,4.782923698425294,0.0,0.0,False
1771962899.929224,50.0,0.0,PILOTING,SYS_GO,4.8086225509643565,0.0,0.0,False
1771962899.9640906,50.0,0.0,PILOTING,SYS_GO,4.8283156871795665,0.0,0.0,False
1771962900.0284276,50.0,0.0,PILOTING,SYS_GO,4.866917896270753,0.0,0.0,False
1771962900.093135,50.0,0.0,PILOTING,SYS_GO,4.905742406845094,0.0,0.0,False
1771962900.1316028,50.0,0.0,PILOTING,SYS_GO,4.917983579635621,0.0,0.0,False
1771962900.1737735,50.0,0.0,PILOTING,SYS_GO,4.943286037445069,0.0,0.0,False
1771962900.2253911,50.0,0.0,PILOTING,SYS_GO,4.961650943756104,0.0,0.0,False
1771962900.2683702,50.0,0.0,PILOTING,SYS_GO,4.980959701538087,0.0,0.0,False
1771962900.3249874,50.0,0.0,PILOTING,SYS_GO,5.0149300575256355,0.0,0.0,False
1771962900.369893,50.0,0.0,PILOTING,SYS_GO,5.027833986282349,0.0,0.0,False
1771962900.410341,50.0,0.0,PILOTING,SYS_GO,5.052102756500245,0.0,0.0,False
1771962900.4651966,50.0,0.0,PILOTING,SYS_GO,5.0850161075592055,0.0,0.0,False
1771962900.5178328,50.0,0.0,PILOTING,SYS_GO,5.101686286926271,0.0,0.0,False
1771962900.5893548,50.0,0.0,PILOTING,SYS_GO,5.1445994853973405,0.0,0.0,False
1771962900.6275892,50.0,0.0,PILOTING,SYS_GO,5.166840934753419,0.0,0.0,False
1771962900.6818957,50.0,0.0,PILOTING,SYS_GO,5.199424839019777,0.0,0.0,False
1771962900.7317543,50.0,0.0,PILOTING,SYS_GO,5.21260600090027,0.0,0.0,False
1771962900.7814705,50.0,0.0,PILOTING,SYS_GO,5.242435741424562,0.0,0.0,False
1771962900.828349,50.0,0.0,PILOTING,SYS_GO,5.257379436492921,0.0,0.0,False
1771962900.8737004,50.0,0.0,PILOTING,SYS_GO,5.284590196609498,0.0,0.0,False
1771962900.93605,50.0,0.0,PILOTING,SYS_GO,5.3219999313354505,0.0,0.0,False
1771962900.9886768,50.0,0.0,PILOTING,SYS_GO,5.353576040267946,0.0,0.0,False
1771962901.0513575,50.0,0.0,PILOTING,SYS_GO,5.391184473037721,0.0,0.0,False
1771962901.0951824,50.0,0.0,PILOTING,SYS_GO,5.407596158981325,0.0,0.0,False
1771962901.1545155,50.0,0.0,PILOTING,SYS_GO,5.443196010589602,0.0,0.0,False
1771962901.2286701,50.0,0.0,PILOTING,SYS_GO,5.457483530044557,0.0,0.0,False
1771962901.2635777,50.0,0.0,PILOTING,SYS_GO,5.47222194671631,0.0,0.0,False
1771962901.3251553,50.0,0.0,PILOTING,SYS_GO,5.509168481826784,0.0,0.0,False
1771962901.380599,50.0,0.0,PILOTING,SYS_GO,5.519672298431398,0.0,0.0,False
1771962901.4251277,50.0,0.0,PILOTING,SYS_GO,5.5463895320892345,0.0,0.0,False
1771962901.4900472,50.0,0.0,PILOTING,SYS_GO,5.585341215133668,0.0,0.0,False
1771962901.5395575,50.0,0.0,PILOTING,SYS_GO,5.597410583496095,0.0,0.0,False
1771962901.5775044,50.0,0.0,PILOTING,SYS_GO,5.620178747177126,0.0,0.0,False
1771962901.6253445,50.0,0.0,PILOTING,SYS_GO,5.633640575408937,0.0,0.0,False
1771962901.6732762,50.0,0.0,PILOTING,SYS_GO,5.662399578094484,0.0,0.0,False
1771962901.7360177,50.0,0.0,PILOTING,SYS_GO,5.700044488906862,0.0,0.0,False
1771962901.7841032,50.0,0.0,PILOTING,SYS_GO,5.7171054840087905,0.0,0.0,False
1771962901.8341453,50.0,0.0,PILOTING,SYS_GO,5.747130775451661,0.0,0.0,False
1771962901.8974056,50.0,0.0,PILOTING,SYS_GO,5.7850869655609145,0.0,0.0,False
1771962901.9337928,50.0,0.0,PILOTING,SYS_GO,5.800761365890504,0.0,0.0,False
1771962901.9947016,50.0,0.0,PILOTING,SYS_GO,5.83730664253235,0.0,0.0,False
1771962902.0404634,50.0,0.0,PILOTING,SYS_GO,5.847004079818727,0.0,0.0,False
1771962902.0927641,50.0,0.0,PILOTING,SYS_GO,5.878384494781495,0.0,0.0,False
1771962902.1326914,50.0,0.0,PILOTING,SYS_GO,5.888993883132936,0.0,0.0,False
1771962902.1902027,50.0,0.0,PILOTING,SYS_GO,5.923500680923463,0.0,0.0,False
1771962902.2375638,50.0,0.0,PILOTING,SYS_GO,5.936827611923219,0.0,0.0,False
1771962902.2741568,50.0,0.0,PILOTING,SYS_GO,5.958783388137818,0.0,0.0,False
1771962902.3288052,50.0,0.0,PILOTING,SYS_GO,5.9915724277496345,0.0,0.0,False
1771962902.3766992,50.0,0.0,PILOTING,SYS_GO,6.008974027633668,0.0,0.0,False
1771962902.4352145,50.0,0.0,PILOTING,SYS_GO,6.044083213806154,0.0,0.0,False
1771962902.496702,50.0,0.0,PILOTING,SYS_GO,6.063006448745729,0.0,0.0,False
1771962902.5428336,50.0,0.0,PILOTING,SYS_GO,6.077051496505739,0.0,0.0,False
1771962902.604765,50.0,0.0,PILOTING,SYS_GO,6.114210319519044,0.0,0.0,False
1771962902.6397762,50.0,0.0,PILOTING,SYS_GO,6.135217094421388,0.0,0.0,False
1771962902.691054,50.0,0.0,PILOTING,SYS_GO,6.165983819961549,0.0,0.0,False
1771962902.7402394,50.0,0.0,PILOTING,SYS_GO,6.185201168060304,0.0,0.0,False
1771962902.7759314,50.0,0.0,PILOTING,SYS_GO,6.2066163539886485,0.0,0.0,False
1771962902.819472,50.0,0.0,PILOTING,SYS_GO,6.224176883697511,0.0,0.0,False
1771962902.8543634,50.0,0.0,PILOTING,SYS_GO,6.2451117038726816,0.0,0.0,False
1771962902.8948119,50.0,0.0,PILOTING,SYS_GO,6.2605410575866705,0.0,0.0,False
1771962902.928382,50.0,0.0,PILOTING,SYS_GO,6.280683088302613,0.0,0.0,False
1771962902.970582,50.0,0.0,PILOTING,SYS_GO,6.299937629699707,0.0,0.0,False
1771962903.0134895,50.0,0.0,PILOTING,SYS_GO,6.32568211555481,0.0,0.0,False
1771962903.0610719,50.0,0.0,PILOTING,SYS_GO,6.339285707473755,0.0,0.0,False
1771962903.0954118,50.0,0.0,PILOTING,SYS_GO,6.359889650344849,0.0,0.0,False
1771962903.142432,50.0,0.0,PILOTING,SYS_GO,6.371672773361206,0.0,0.0,False
1771962903.182805,50.0,0.0,PILOTING,SYS_GO,6.395896625518799,0.0,0.0,False
1771962903.2289226,50.0,0.0,PILOTING,SYS_GO,6.410844039916992,0.0,0.0,False
1771962903.2706606,50.0,0.0,PILOTING,SYS_GO,6.435886859893799,0.0,0.0,False
1771962903.339254,50.0,0.0,PILOTING,SYS_GO,6.477042818069458,0.0,0.0,False
1771962903.3853798,50.0,0.0,PILOTING,SYS_GO,6.491654491424561,0.0,0.0,False
1771962903.4373527,50.0,0.0,PILOTING,SYS_GO,6.522838211059571,0.0,0.0,False
1771962903.4786,50.0,0.0,PILOTING,SYS_GO,6.536977672576905,0.0,0.0,False
1771962903.5308702,50.0,0.0,PILOTING,SYS_GO,6.568339776992798,0.0,0.0,False
1771962903.568919,50.0,0.0,PILOTING,SYS_GO,6.591169023513794,0.0,0.0,False
1771962903.613389,50.0,0.0,PILOTING,SYS_GO,6.617851066589356,0.0,0.0,False
1771962903.6643727,50.0,0.0,PILOTING,SYS_GO,6.648441267013551,0.0,0.0,False
1771962903.7079449,50.0,0.0,PILOTING,SYS_GO,6.6745845794677745,0.0,0.0,False
1771962903.7760477,50.0,0.0,PILOTING,SYS_GO,6.715446281433106,0.0,0.0,False
1771962903.8111558,50.0,0.0,PILOTING,SYS_GO,6.735826492309571,0.0,0.0,False
1771962903.9253688,50.0,0.0,PILOTING,SYS_GO,6.804354286193848,0.0,0.0,False
1771962903.967289,50.0,0.0,PILOTING,SYS_GO,6.812602472305298,0.0,0.0,False
1771962904.028966,50.0,0.0,PILOTING,SYS_GO,6.849608659744263,0.0,0.0,False
1771962904.067208,50.0,0.0,PILOTING,SYS_GO,6.872553920745849,0.0,0.0,False
1771962904.1659646,50.0,0.0,PILOTING,SYS_GO,6.9318078517913815,0.0,0.0,False
1771962904.2061443,50.0,0.0,PILOTING,SYS_GO,6.955915689468384,0.0,0.0,False
1771962904.2863052,50.0,0.0,PILOTING,SYS_GO,7.004012203216552,0.0,0.0,False
