schema_ver,timestamp,fps,yolo_ms,vis_ms,speed_pwm,steer_angle,nav_state,traffic_state,x_est,y_est,yaw_est,imu_yaw_raw,nearest_node,curvature,estop
2,1771967596.5562,41.9,10.7,12.6,20.0,0.0,PILOTING,SYS_GO,15.559,10.88,0.0,0.0,338,0.0,0
2,1771967596.5968,41.4,1.0,26.3,20.0,0.0,PILOTING,SYS_GO,15.5618,10.88,0.0,0.0,338,0.0,0
2,1771967596.6417,39.8,1.0,56.5,20.0,0.0,PILOTING,SYS_GO,15.5652,10.88,0.0,0.0,338,0.0,0
2,1771967596.7082,35.3,1.0,31.7,20.0,0.0,PILOTING,SYS_GO,15.5717,10.88,0.0,0.0,338,0.0,0
2,1771967596.7491,33.9,0.0,11.1,20.0,0.0,PILOTING,SYS_GO,15.5756,10.88,0.0,0.0,338,0.0,0
2,1771967596.7956,45.1,5.3,29.5,20.0,0.0,PILOTING,SYS_GO,15.5769,10.88,0.0,0.0,338,0.0,0
2,1771967596.8435,41.8,3.6,57.6,20.0,0.0,PILOTING,SYS_GO,15.5808,10.88,0.0,0.0,338,0.0,0
2,1771967596.9183,36.7,0.0,22.1,20.0,0.0,PILOTING,SYS_GO,15.5878,10.88,0.0,0.0,338,0.0,0
2,1771967596.9666,38.4,6.6,42.1,20.0,0.0,PILOTING,SYS_GO,15.5902,10.88,0.0,0.0,338,0.0,0
2,1771967597.0235,34.6,4.1,29.8,20.0,0.0,PILOTING,SYS_GO,15.5959,10.88,0.0,0.0,338,0.0,0
2,1771967597.0688,33.4,0.0,19.6,20.0,0.0,PILOTING,SYS_GO,15.5998,10.88,0.0,0.0,338,0.0,0
2,1771967597.1149,36.9,4.0,26.7,20.0,0.0,PILOTING,SYS_GO,15.602,10.88,0.0,0.0,338,0.0,0
2,1771967597.1615,35.4,5.3,32.8,20.0,0.0,PILOTING,SYS_GO,15.6058,10.88,0.0,0.0,338,0.0,0
2,1771967597.2058,33.4,0.5,14.2,20.0,0.0,PILOTING,SYS_GO,15.6103,10.88,0.0,0.0,338,0.0,0
2,1771967597.2537,39.0,6.1,62.3,20.0,0.0,PILOTING,SYS_GO,15.6121,10.88,0.0,0.0,338,0.0,0
2,1771967597.3288,34.1,0.0,9.7,20.0,0.0,PILOTING,SYS_GO,15.62,10.88,0.0,0.0,338,0.0,0
2,1771967597.3762,46.0,2.6,50.8,20.0,0.0,PILOTING,SYS_GO,15.6212,10.88,0.0,0.0,338,0.0,0
2,1771967597.4521,39.9,0.0,16.8,20.0,0.0,PILOTING,SYS_GO,15.6282,10.88,0.0,0.0,338,0.0,0
2,1771967597.502,43.8,6.6,61.9,20.0,0.0,PILOTING,SYS_GO,15.6301,10.88,0.0,0.0,338,0.0,0
