timestamp,fps,speed_pwm,steer_angle,nav_state,traffic_state,x_est,y_est,yaw_est,imu_yaw_raw,nearest_node,curvature,estop
1771963887.0906,0.0,50.0,0.0,PILOTING,SYS_GO,11.77,2.05,0.0,0.0,263,0.0,0
1771963887.2968,1.0,50.0,0.0,PILOTING,SYS_GO,11.8913,2.05,0.0,0.0,263,0.0,0
1771963887.3425,11.1,50.0,0.0,PILOTING,SYS_GO,11.903,2.05,0.0,0.0,263,0.0,0
1771963887.3897,14.4,50.0,0.0,PILOTING,SYS_GO,11.9247,2.05,0.0,0.0,263,0.0,0
1771963887.4479,21.5,50.0,0.0,PILOTING,SYS_GO,11.9367,2.05,0.0,0.0,263,0.0,0
1771963887.5572,19.1,50.0,0.0,PILOTING,SYS_GO,11.9751,2.05,0.0,0.0,264,0.0,0
1771963887.6023,32.2,50.0,0.0,PILOTING,SYS_GO,11.9822,2.05,0.0,0.0,264,0.0,0
1771963887.6502,35.0,50.0,0.0,PILOTING,SYS_GO,11.9952,2.05,0.0,0.0,264,0.0,0
1771963887.6958,34.6,50.0,0.0,PILOTING,SYS_GO,12.0133,2.05,0.0,0.0,264,0.0,0
1771963887.7883,30.1,50.0,0.0,PILOTING,SYS_GO,12.0629,2.05,0.0,0.0,264,0.0,0
1771963887.8405,38.5,50.0,0.0,PILOTING,SYS_GO,12.0713,2.05,0.0,0.0,264,0.0,0
1771963887.9035,35.1,50.0,0.0,PILOTING,SYS_GO,12.1111,2.05,0.0,0.0,264,0.0,0
1771963888.0188,30.1,50.0,0.0,PILOTING,SYS_GO,12.1702,2.05,0.0,0.0,264,0.0,0
1771963888.0649,37.2,50.0,0.0,PILOTING,SYS_GO,12.1794,2.05,0.0,0.0,264,0.0,0
1771963888.1413,33.3,50.0,0.0,PILOTING,SYS_GO,12.2129,2.05,0.0,0.0,264,0.0,0
1771963888.2031,30.7,50.0,0.0,PILOTING,SYS_GO,12.2422,2.05,0.0,0.0,264,0.0,0
1771963888.2649,28.7,50.0,0.0,PILOTING,SYS_GO,12.2717,2.05,0.0,0.0,264,0.0,0
1771963888.4003,24.6,50.0,0.0,PILOTING,SYS_GO,12.3271,2.05,0.0,0.0,264,0.0,0
1771963888.4483,25.5,50.0,0.0,PILOTING,SYS_GO,12.3474,2.05,0.0,0.0,265,0.0,0
1771963888.553,23.4,50.0,0.0,PILOTING,SYS_GO,12.3875,2.05,0.0,0.0,265,0.0,0
1771963888.6457,21.3,50.0,0.0,PILOTING,SYS_GO,12.4351,2.05,0.0,0.0,265,0.0,0
1771963888.6938,22.6,50.0,0.0,PILOTING,SYS_GO,12.4567,2.05,0.0,0.0,265,0.0,0
1771963888.8185,19.7,50.0,0.0,PILOTING,SYS_GO,12.5275,2.05,0.0,0.0,265,0.0,0
1771963888.8619,29.3,50.0,0.0,PILOTING,SYS_GO,12.5368,2.047,0.0,0.0,265,0.0,0
1771963888.9442,26.2,50.0,0.0,PILOTING,SYS_GO,12.5801,2.047,0.0,0.0,265,0.0,0
1771963889.0303,23.5,50.0,0.0,PILOTING,SYS_GO,12.6269,2.047,0.0,0.0,265,0.0,0
1771963889.0833,24.0,50.0,0.0,PILOTING,SYS_GO,12.6502,2.047,0.0,0.0,265,0.0,0
1771963889.1828,21.5,50.0,0.0,PILOTING,SYS_GO,12.7026,2.047,0.0,0.0,265,0.0,0
1771963889.2317,23.1,50.0,0.0,PILOTING,SYS_GO,12.7228,2.047,0.0,0.0,265,0.0,0
1771963889.3352,20.7,50.0,0.0,PILOTING,SYS_GO,12.7474,2.0444,0.0,0.0,266,0.0,0
1771963889.3815,22.7,50.0,0.0,PILOTING,SYS_GO,12.767,2.0444,0.0,0.0,266,0.0,0
1771963889.5184,19.8,50.0,0.0,PILOTING,SYS_GO,12.8416,2.0444,0.0,0.0,266,0.0,0
1771963889.5652,23.9,50.0,0.0,PILOTING,SYS_GO,12.8564,2.0444,0.0,0.0,266,0.0,0
1771963889.7031,20.8,50.0,0.0,PILOTING,SYS_GO,12.9291,2.0444,0.0,0.0,266,0.0,0
1771963889.7495,22.5,50.0,0.0,PILOTING,SYS_GO,12.9496,2.0444,0.0,0.0,266,0.0,0
1771963889.8557,20.2,50.0,0.0,PILOTING,SYS_GO,12.9984,2.0363,0.0,0.0,266,0.0,0
1771963889.9057,26.4,50.0,0.0,PILOTING,SYS_GO,13.0101,2.0363,0.0,0.0,266,0.0,0
1771963890.0374,22.8,50.0,0.0,PILOTING,SYS_GO,13.0811,2.0363,0.0,0.0,266,0.0,0
1771963890.0828,25.1,50.0,0.0,PILOTING,SYS_GO,13.0986,2.0363,0.0,0.0,266,0.0,0
1771963890.175,22.4,50.0,0.0,PILOTING,SYS_GO,13.1496,2.0363,0.0,0.0,266,0.0,0
1771963890.2205,23.1,50.0,0.0,PILOTING,SYS_GO,13.1727,2.0363,0.0,0.0,267,0.0,0
1771963890.2656,24.3,50.0,0.0,PILOTING,SYS_GO,13.2034,2.0008,0.0,0.0,267,0.0,0
1771963890.3343,25.4,50.0,0.0,PILOTING,SYS_GO,13.2237,2.0008,0.0,0.0,267,0.0,0
1771963890.4032,24.0,50.0,0.0,PILOTING,SYS_GO,13.2564,2.0008,0.0,0.0,267,0.0,0
1771963890.4493,23.7,50.0,0.0,PILOTING,SYS_GO,13.2831,2.0008,0.0,0.0,267,0.0,0
1771963890.5707,20.7,50.0,0.0,PILOTING,SYS_GO,13.3493,2.0008,0.0,0.0,267,0.0,0
1771963890.6161,24.5,50.0,0.0,PILOTING,SYS_GO,13.3644,2.0008,0.0,0.0,267,0.0,0
1771963890.6707,25.6,50.0,0.0,PILOTING,SYS_GO,13.3658,1.9707,0.0,0.0,267,0.0,0
1771963890.7543,23.3,50.0,0.0,PILOTING,SYS_GO,13.408,1.9707,0.0,0.0,267,0.0,0
1771963890.8148,23.3,50.0,0.0,PILOTING,SYS_GO,13.4338,1.9707,0.0,0.0,267,0.0,0
1771963890.923,20.6,50.0,0.0,PILOTING,SYS_GO,13.4953,1.9707,0.0,0.0,267,0.0,0
1771963890.9716,29.4,50.0,0.0,PILOTING,SYS_GO,13.5046,1.9707,0.0,0.0,267,0.0,0
1771963891.0598,26.3,50.0,0.0,PILOTING,SYS_GO,13.5477,1.9707,0.0,0.0,267,0.0,0
1771963891.1211,24.5,50.0,0.0,PILOTING,SYS_GO,13.5366,1.9451,0.0,0.0,267,0.0,0
1771963891.1676,33.7,50.0,0.0,PILOTING,SYS_GO,13.5451,1.9451,0.0,0.0,267,0.0,0
